Date,Store ID,Product ID,Category,Region,Weather Condition,Seasonality,Units Sold,Price,Discount,Inventory Level,Demand Forecast,Holiday/Promotion,Competitor Pricing,Location,month,season
2023-08-10,S1,P466,Beverages,South,Sunny,Medium,127,8.51,0.13,311,120,1,3.39,London,8,Summer
2023-08-10,S1,P445,Bakery,West,Sunny,High,104,9.17,0.05,683,102,0,5.86,Manchester,8,Summer
2023-08-10,S1,P171,Dairy,West,Sunny,Low,88,4.73,0.22,338,79,0,7.05,Bristol,8,Summer
2023-08-10,S1,P417,Snacks,East,Sunny,Medium,130,1.12,0.1,993,126,0,4.55,Manchester,8,Summer
2023-08-10,S1,P499,Produce,North,Sunny,Medium,92,9.61,0.23,282,100,0,9.92,Leeds,8,Summer
2023-08-10,S2,P451,Beverages,South,Rainy,Medium,118,1.76,0.13,533,127,0,2.08,London,8,Summer
2023-08-10,S2,P811,Bakery,North,Sunny,Medium,97,2.68,0.27,328,97,0,4.73,Leeds,8,Summer
2023-08-10,S2,P863,Dairy,West,Rainy,High,116,9.22,0.03,988,111,0,6.88,Bristol,8,Summer
2023-08-10,S2,P501,Snacks,West,Cloudy,Medium,104,7.75,0.22,444,96,0,3.36,Bristol,8,Summer
2023-08-10,S2,P282,Produce,West,Rainy,Low,119,9.66,0.28,354,121,0,4.96,Bristol,8,Summer
2023-08-10,S3,P918,Beverages,East,Sunny,Medium,129,1.05,0.26,524,123,0,3.25,Norwich,8,Summer
2023-08-10,S3,P694,Bakery,North,Sunny,Low,126,9.84,0.08,146,121,0,3.93,Leeds,8,Summer
2023-08-10,S3,P127,Dairy,North,Rainy,Medium,102,2.36,0.22,182,92,0,5.28,Leeds,8,Summer
2023-08-10,S3,P666,Snacks,West,Sunny,Medium,42,8.3,0.05,479,33,0,8.61,Bristol,8,Summer
2023-08-10,S3,P694,Produce,West,Rainy,Medium,77,5.06,0.06,517,79,0,7.58,Bristol,8,Summer
2023-08-10,S4,P891,Beverages,North,Cloudy,Medium,167,3.22,0.17,539,167,0,6.05,Leeds,8,Summer
2023-08-10,S4,P727,Bakery,West,Cloudy,Low,116,4.39,0.05,593,113,0,7.01,Bristol,8,Summer
2023-08-10,S4,P849,Dairy,East,Rainy,Low,110,3.75,0.13,317,113,0,6.16,Norwich,8,Summer
2023-08-10,S4,P417,Snacks,South,Sunny,Medium,99,3.3,0.19,141,104,0,9.49,London,8,Summer
2023-08-10,S4,P895,Produce,North,Stormy,Medium,132,6.04,0.09,232,130,0,2.99,Leeds,8,Summer
2023-08-10,S5,P391,Beverages,West,Sunny,Medium,130,7.36,0.11,582,127,0,6.42,Bristol,8,Summer
2023-08-10,S5,P172,Bakery,South,Rainy,Medium,94,4.74,0.25,615,90,0,8.31,London,8,Summer
2023-08-10,S5,P458,Dairy,North,Sunny,Medium,119,9.23,0.01,939,123,0,4.94,Leeds,8,Summer
2023-08-10,S5,P247,Snacks,West,Sunny,Medium,108,5.44,0.01,996,105,0,9.71,Bristol,8,Summer
2023-08-10,S5,P240,Produce,South,Sunny,Low,83,1.22,0.17,769,87,0,1.36,London,8,Summer
2023-08-11,S1,P984,Beverages,South,Cloudy,High,134,6.12,0.03,741,139,0,1.72,London,8,Summer
2023-08-11,S1,P752,Bakery,West,Sunny,Low,76,6.73,0.04,124,75,0,3.18,Bristol,8,Summer
2023-08-11,S1,P308,Dairy,North,Sunny,Medium,110,6.32,0.25,185,103,0,5.29,Leeds,8,Summer
2023-08-11,S1,P563,Snacks,West,Sunny,Low,132,1.89,0.23,965,128,0,2.3,Bristol,8,Summer
2023-08-11,S1,P853,Produce,East,Sunny,Medium,79,8.35,0.09,782,73,1,3.42,Norwich,8,Summer
2023-08-11,S2,P329,Beverages,West,Rainy,Medium,147,5.67,0.07,430,143,0,9.35,Bristol,8,Summer
2023-08-11,S2,P930,Bakery,North,Sunny,Low,112,7.1,0.29,193,103,0,1.36,Leeds,8,Summer
2023-08-11,S2,P577,Dairy,West,Sunny,Medium,137,5.08,0.3,446,132,0,6.97,Bristol,8,Summer
2023-08-11,S2,P650,Snacks,West,Sunny,Medium,106,1.56,0.18,112,112,0,9.3,Bristol,8,Summer
2023-08-11,S2,P447,Produce,North,Sunny,High,89,9.19,0.03,423,92,0,1.56,Leeds,8,Summer
2023-08-11,S3,P798,Beverages,South,Rainy,Low,142,9.35,0.24,639,141,0,4.86,London,8,Summer
2023-08-11,S3,P376,Bakery,East,Cloudy,Medium,79,2.63,0.08,195,74,0,3.23,Manchester,8,Summer
2023-08-11,S3,P757,Dairy,South,Cloudy,Low,92,9.77,0.05,909,88,0,8.98,London,8,Summer
2023-08-11,S3,P273,Snacks,South,Cloudy,Low,69,9.76,0.16,953,72,0,5.41,London,8,Summer
2023-08-11,S3,P196,Produce,West,Cloudy,Low,90,3.76,0.03,105,89,0,7.02,Bristol,8,Summer
2023-08-11,S4,P627,Beverages,West,Stormy,Low,151,6.58,0.17,696,155,0,3.38,Manchester,8,Summer
2023-08-11,S4,P649,Bakery,West,Sunny,Low,99,3.41,0.12,342,93,1,7.93,Manchester,8,Summer
2023-08-11,S4,P750,Dairy,South,Sunny,Medium,100,2.41,0.25,769,98,0,2.71,London,8,Summer
2023-08-11,S4,P212,Snacks,West,Sunny,High,97,7.62,0.1,567,90,0,7.18,Bristol,8,Summer
2023-08-11,S4,P495,Produce,East,Sunny,Medium,65,9.56,0.26,323,72,0,8.61,Norwich,8,Summer
2023-08-11,S5,P661,Beverages,South,Sunny,High,163,4.39,0.03,484,160,0,8.95,London,8,Summer
2023-08-11,S5,P508,Bakery,North,Sunny,Medium,112,3.57,0.21,192,119,0,7.45,Leeds,8,Summer
2023-08-11,S5,P757,Dairy,West,Cloudy,High,117,5.55,0.11,300,120,0,6.33,Bristol,8,Summer
2023-08-11,S5,P107,Snacks,South,Cloudy,Low,84,9.22,0.12,670,81,0,1.64,London,8,Summer
2023-08-11,S5,P553,Produce,West,Rainy,Medium,87,6.9,0.23,407,92,0,3.6,Bristol,8,Summer
2023-08-12,S1,P453,Beverages,West,Cloudy,Medium,163,5.48,0.03,283,163,0,4.34,Bristol,8,Summer
2023-08-12,S1,P881,Bakery,South,Rainy,Low,122,7.6,0.25,539,116,0,3.58,London,8,Summer
2023-08-12,S1,P454,Dairy,South,Cloudy,High,98,1.09,0.14,633,88,0,3.36,London,8,Summer
2023-08-12,S1,P441,Snacks,West,Cloudy,Medium,123,5.3,0.23,799,130,0,3.41,Bristol,8,Summer
2023-08-12,S1,P563,Produce,North,Cloudy,Medium,46,5.34,0.03,232,50,0,6.91,Leeds,8,Summer
2023-08-12,S2,P367,Beverages,North,Cloudy,Low,153,5.43,0.3,533,143,0,4.48,Leeds,8,Summer
2023-08-12,S2,P629,Bakery,East,Sunny,High,87,3.98,0.01,386,80,0,9.69,Norwich,8,Summer
2023-08-12,S2,P212,Dairy,South,Rainy,Medium,80,6.48,0.22,325,80,0,4.19,London,8,Summer
2023-08-12,S2,P619,Snacks,East,Stormy,High,83,6.76,0.0,189,77,0,8.76,Norwich,8,Summer
2023-08-12,S2,P101,Produce,South,Cloudy,Medium,123,3.73,0.02,641,127,0,7.42,London,8,Summer
2023-08-12,S3,P761,Beverages,West,Rainy,Medium,137,8.58,0.13,593,127,0,9.34,Bristol,8,Summer
2023-08-12,S3,P671,Bakery,South,Cloudy,High,88,3.35,0.08,105,83,0,9.19,London,8,Summer
2023-08-12,S3,P943,Dairy,East,Rainy,Medium,98,8.36,0.12,855,93,1,9.75,Manchester,8,Summer
2023-08-12,S3,P784,Snacks,South,Sunny,Medium,107,8.39,0.29,860,111,0,7.39,London,8,Summer
2023-08-12,S3,P792,Produce,East,Sunny,Low,134,1.79,0.22,803,125,0,5.77,Norwich,8,Summer
2023-08-12,S4,P802,Beverages,South,Sunny,Medium,106,4.23,0.13,106,137,0,8.48,London,8,Summer
2023-08-12,S4,P112,Bakery,South,Sunny,Low,73,1.22,0.11,374,79,0,2.12,London,8,Summer
2023-08-12,S4,P886,Dairy,West,Cloudy,High,117,1.18,0.07,445,108,0,1.94,Bristol,8,Summer
2023-08-12,S4,P874,Snacks,South,Sunny,Medium,101,4.06,0.18,953,107,0,9.31,London,8,Summer
2023-08-12,S4,P776,Produce,East,Sunny,High,105,6.67,0.11,187,112,0,5.87,Norwich,8,Summer
2023-08-12,S5,P177,Beverages,West,Sunny,High,173,4.72,0.19,748,167,0,8.12,Bristol,8,Summer
2023-08-12,S5,P362,Bakery,South,Sunny,Low,68,3.5,0.29,314,69,0,5.36,London,8,Summer
2023-08-12,S5,P675,Dairy,North,Rainy,Low,92,7.45,0.23,182,101,0,5.79,Leeds,8,Summer
2023-08-12,S5,P720,Snacks,South,Rainy,High,102,3.95,0.18,273,97,0,3.8,London,8,Summer
2023-08-12,S5,P714,Produce,West,Rainy,Medium,107,2.71,0.17,955,103,0,1.85,Bristol,8,Summer
2023-08-13,S1,P818,Beverages,North,Sunny,Medium,135,4.62,0.12,135,137,0,1.09,Leeds,8,Summer
2023-08-13,S1,P600,Bakery,South,Sunny,Medium,92,5.4,0.26,852,98,0,3.01,London,8,Summer
2023-08-13,S1,P597,Dairy,South,Sunny,Medium,105,9.06,0.27,851,114,1,9.57,London,8,Summer
2023-08-13,S1,P581,Snacks,East,Sunny,High,122,9.49,0.04,916,118,1,9.85,Manchester,8,Summer
2023-08-13,S1,P487,Produce,East,Sunny,Low,108,5.04,0.17,760,108,1,3.96,Norwich,8,Summer
2023-08-13,S2,P192,Beverages,North,Rainy,Low,150,8.09,0.18,866,146,0,5.7,Leeds,8,Summer
2023-08-13,S2,P753,Bakery,North,Cloudy,Low,114,6.37,0.1,374,110,0,5.8,Leeds,8,Summer
2023-08-13,S2,P365,Dairy,West,Cloudy,High,93,1.33,0.18,201,100,0,8.79,Bristol,8,Summer
2023-08-13,S2,P147,Snacks,East,Sunny,Low,110,3.38,0.18,529,103,0,4.64,Norwich,8,Summer
2023-08-13,S2,P550,Produce,South,Rainy,Medium,108,3.33,0.27,378,105,0,6.25,London,8,Summer
2023-08-13,S3,P323,Beverages,East,Rainy,Low,139,7.49,0.18,611,144,0,5.13,Norwich,8,Summer
2023-08-13,S3,P394,Bakery,West,Sunny,High,113,7.52,0.23,229,106,0,4.68,Bristol,8,Summer
2023-08-13,S3,P595,Dairy,East,Cloudy,Medium,133,9.68,0.17,219,137,0,1.61,Norwich,8,Summer
2023-08-13,S3,P372,Snacks,West,Sunny,High,105,9.72,0.29,768,109,1,9.72,Bristol,8,Summer
2023-08-13,S3,P770,Produce,North,Stormy,Low,115,3.59,0.12,531,105,0,2.19,Leeds,8,Summer
2023-08-13,S4,P545,Beverages,North,Rainy,Medium,167,7.21,0.09,983,173,0,6.72,Leeds,8,Summer
2023-08-13,S4,P113,Bakery,North,Sunny,Low,112,2.43,0.03,781,106,0,5.92,Leeds,8,Summer
2023-08-13,S4,P632,Dairy,South,Sunny,Low,98,6.81,0.13,800,107,0,3.16,London,8,Summer
2023-08-13,S4,P445,Snacks,South,Cloudy,High,114,2.95,0.1,588,113,1,5.88,London,8,Summer
2023-08-13,S4,P194,Produce,West,Sunny,Low,120,1.91,0.3,182,119,0,9.38,Bristol,8,Summer
2023-08-13,S5,P648,Beverages,West,Cloudy,High,137,7.9,0.15,284,134,0,9.79,Bristol,8,Summer
2023-08-13,S5,P272,Bakery,North,Sunny,Medium,127,4.27,0.15,228,135,0,2.11,Leeds,8,Summer
2023-08-13,S5,P654,Dairy,South,Rainy,Low,100,8.76,0.2,100,109,0,9.23,London,8,Summer
2023-08-13,S5,P237,Snacks,South,Cloudy,Medium,96,1.03,0.2,212,95,0,5.15,London,8,Summer
2023-08-13,S5,P345,Produce,South,Cloudy,Medium,124,6.81,0.18,743,122,0,8.93,London,8,Summer
2023-08-14,S1,P892,Beverages,South,Sunny,High,127,4.34,0.17,620,120,0,7.38,London,8,Summer
2023-08-14,S1,P515,Bakery,East,Stormy,Medium,101,6.6,0.04,544,95,0,6.68,Norwich,8,Summer
2023-08-14,S1,P865,Dairy,West,Sunny,High,89,8.22,0.21,924,94,0,6.66,Bristol,8,Summer
2023-08-14,S1,P324,Snacks,East,Stormy,Medium,83,4.1,0.09,245,82,0,4.14,Norwich,8,Summer
2023-08-14,S1,P626,Produce,North,Cloudy,High,114,6.65,0.04,538,111,0,5.19,Leeds,8,Summer
2023-08-14,S2,P884,Beverages,South,Cloudy,Medium,143,9.55,0.15,230,136,0,2.0,London,8,Summer
2023-08-14,S2,P201,Bakery,East,Sunny,Medium,90,6.27,0.22,271,92,0,5.96,Manchester,8,Summer
2023-08-14,S2,P412,Dairy,West,Sunny,High,87,3.02,0.19,267,86,0,3.34,Bristol,8,Summer
2023-08-14,S2,P647,Snacks,East,Sunny,Medium,90,6.48,0.19,592,94,0,3.16,Norwich,8,Summer
2023-08-14,S2,P248,Produce,West,Cloudy,Medium,76,7.93,0.2,838,67,0,4.89,Bristol,8,Summer
2023-08-14,S3,P457,Beverages,North,Stormy,Medium,157,8.79,0.1,335,148,0,6.29,Leeds,8,Summer
2023-08-14,S3,P177,Bakery,West,Sunny,Low,165,1.04,0.07,518,166,0,3.02,Manchester,8,Summer
2023-08-14,S3,P286,Dairy,East,Cloudy,Low,97,7.23,0.17,676,97,0,9.7,Norwich,8,Summer
2023-08-14,S3,P865,Snacks,West,Sunny,Medium,92,5.75,0.12,689,93,0,8.46,Bristol,8,Summer
2023-08-14,S3,P353,Produce,East,Sunny,Medium,118,9.14,0.18,379,125,1,5.15,Norwich,8,Summer
2023-08-14,S4,P601,Beverages,North,Rainy,High,203,8.19,0.24,203,202,0,9.49,Leeds,8,Summer
2023-08-14,S4,P988,Bakery,West,Sunny,Low,86,8.66,0.09,971,94,0,2.48,Bristol,8,Summer
2023-08-14,S4,P245,Dairy,East,Cloudy,Medium,102,4.73,0.11,433,98,0,9.76,Norwich,8,Summer
2023-08-14,S4,P496,Snacks,South,Cloudy,Medium,123,2.62,0.04,695,128,0,5.3,London,8,Summer
2023-08-14,S4,P961,Produce,North,Rainy,Medium,98,8.78,0.15,214,97,0,6.97,Leeds,8,Summer
2023-08-14,S5,P759,Beverages,West,Cloudy,Low,140,1.01,0.16,281,148,0,6.87,Bristol,8,Summer
2023-08-14,S5,P931,Bakery,North,Cloudy,High,99,5.32,0.01,573,102,0,9.48,Leeds,8,Summer
2023-08-14,S5,P368,Dairy,North,Cloudy,Medium,85,9.54,0.12,317,83,0,8.81,Leeds,8,Summer
2023-08-14,S5,P464,Snacks,South,Cloudy,Low,110,2.59,0.2,611,103,0,5.96,London,8,Summer
2023-08-14,S5,P863,Produce,North,Rainy,Medium,98,2.76,0.13,219,107,0,4.7,Leeds,8,Summer
2023-08-15,S1,P774,Beverages,West,Sunny,Low,159,6.46,0.07,833,165,0,7.27,Bristol,8,Summer
2023-08-15,S1,P378,Bakery,North,Sunny,High,95,7.96,0.26,252,101,0,5.49,Leeds,8,Summer
2023-08-15,S1,P833,Dairy,East,Cloudy,Low,121,8.53,0.05,832,121,0,7.25,Manchester,8,Summer
2023-08-15,S1,P832,Snacks,East,Rainy,High,106,8.9,0.22,904,105,0,2.53,Norwich,8,Summer
2023-08-15,S1,P406,Produce,South,Cloudy,Low,108,8.84,0.02,513,101,0,7.63,London,8,Summer
2023-08-15,S2,P523,Beverages,West,Stormy,High,139,4.65,0.27,660,132,0,1.33,Bristol,8,Summer
2023-08-15,S2,P497,Bakery,East,Sunny,Low,83,7.07,0.07,754,74,0,8.87,Norwich,8,Summer
2023-08-15,S2,P501,Dairy,East,Rainy,Low,105,5.97,0.06,346,107,0,6.28,Norwich,8,Summer
2023-08-15,S2,P333,Snacks,North,Rainy,High,80,1.14,0.12,170,77,0,6.0,Leeds,8,Summer
2023-08-15,S2,P299,Produce,East,Sunny,High,111,2.6,0.02,283,103,0,4.24,Manchester,8,Summer
2023-08-15,S3,P812,Beverages,South,Sunny,Low,148,2.49,0.01,958,146,0,8.9,London,8,Summer
2023-08-15,S3,P202,Bakery,East,Cloudy,High,130,1.55,0.26,681,139,1,9.02,Manchester,8,Summer
2023-08-15,S3,P907,Dairy,South,Cloudy,Low,109,7.62,0.29,392,105,0,6.16,London,8,Summer
2023-08-15,S3,P511,Snacks,East,Cloudy,Medium,101,9.37,0.09,113,94,0,8.19,Manchester,8,Summer
2023-08-15,S3,P313,Produce,North,Sunny,High,97,4.94,0.05,289,102,0,9.68,Leeds,8,Summer
2023-08-15,S4,P883,Beverages,East,Stormy,Low,147,5.64,0.04,276,141,0,5.43,Norwich,8,Summer
2023-08-15,S4,P284,Bakery,West,Sunny,High,107,4.24,0.01,196,114,0,9.12,Bristol,8,Summer
2023-08-15,S4,P362,Dairy,East,Sunny,Low,123,1.5,0.07,538,120,1,7.82,Norwich,8,Summer
2023-08-15,S4,P938,Snacks,South,Sunny,Low,94,4.33,0.28,368,86,0,7.98,London,8,Summer
2023-08-15,S4,P863,Produce,West,Rainy,Low,125,5.81,0.18,913,115,0,6.03,Bristol,8,Summer
2023-08-15,S5,P964,Beverages,West,Sunny,Medium,147,1.27,0.18,995,143,0,8.81,Bristol,8,Summer
2023-08-15,S5,P156,Bakery,North,Cloudy,High,122,8.06,0.09,188,131,0,4.09,Leeds,8,Summer
2023-08-15,S5,P322,Dairy,West,Rainy,Medium,96,5.33,0.19,976,103,0,4.27,Bristol,8,Summer
2023-08-15,S5,P222,Snacks,North,Sunny,Medium,59,3.06,0.16,675,54,0,2.24,Leeds,8,Summer
2023-08-15,S5,P142,Produce,South,Sunny,Low,96,9.88,0.01,208,101,0,7.76,London,8,Summer
2023-08-16,S1,P724,Beverages,South,Sunny,Low,122,4.85,0.29,325,118,0,3.92,London,8,Summer
2023-08-16,S1,P496,Bakery,North,Cloudy,Low,58,4.84,0.14,229,50,0,2.02,Leeds,8,Summer
2023-08-16,S1,P450,Dairy,South,Cloudy,Medium,113,4.53,0.04,618,103,0,5.68,London,8,Summer
2023-08-16,S1,P293,Snacks,West,Stormy,Low,125,1.85,0.24,875,128,1,6.14,Bristol,8,Summer
2023-08-16,S1,P515,Produce,North,Cloudy,Low,54,5.93,0.15,438,46,0,4.84,Leeds,8,Summer
2023-08-16,S2,P131,Beverages,North,Rainy,Medium,145,6.38,0.25,708,146,0,5.24,Leeds,8,Summer
2023-08-16,S2,P321,Bakery,West,Stormy,Low,114,7.91,0.01,561,112,0,8.19,Bristol,8,Summer
2023-08-16,S2,P310,Dairy,South,Rainy,Medium,84,1.12,0.0,222,78,0,9.78,London,8,Summer
2023-08-16,S2,P440,Snacks,East,Sunny,Low,93,1.94,0.07,328,86,1,5.99,Norwich,8,Summer
2023-08-16,S2,P125,Produce,West,Sunny,Medium,102,2.79,0.19,329,103,0,5.57,Bristol,8,Summer
2023-08-16,S3,P327,Beverages,North,Rainy,Medium,162,3.19,0.1,435,171,0,2.52,Leeds,8,Summer
2023-08-16,S3,P530,Bakery,East,Rainy,Medium,103,5.19,0.02,640,104,0,7.32,Norwich,8,Summer
2023-08-16,S3,P624,Dairy,West,Rainy,Medium,65,1.44,0.29,958,66,0,6.66,Bristol,8,Summer
2023-08-16,S3,P736,Snacks,South,Sunny,Medium,118,4.69,0.17,201,113,0,2.96,London,8,Summer
2023-08-16,S3,P137,Produce,East,Sunny,Medium,86,8.85,0.16,123,82,0,7.36,Norwich,8,Summer
2023-08-16,S4,P597,Beverages,West,Sunny,Low,148,2.44,0.21,736,151,0,4.96,Manchester,8,Summer
2023-08-16,S4,P340,Bakery,East,Cloudy,Low,88,9.16,0.29,735,89,0,8.89,Norwich,8,Summer
2023-08-16,S4,P302,Dairy,West,Stormy,Low,91,6.65,0.17,880,84,0,5.87,Bristol,8,Summer
2023-08-16,S4,P368,Snacks,West,Sunny,Medium,97,1.9,0.24,260,98,0,6.99,Bristol,8,Summer
2023-08-16,S4,P701,Produce,East,Cloudy,Low,128,8.64,0.25,520,136,0,8.02,Norwich,8,Summer
2023-08-16,S5,P923,Beverages,West,Sunny,Low,151,9.51,0.13,861,146,0,7.59,Bristol,8,Summer
2023-08-16,S5,P248,Bakery,South,Sunny,Medium,110,8.44,0.08,924,101,0,5.62,London,8,Summer
2023-08-16,S5,P660,Dairy,West,Sunny,Medium,127,9.73,0.07,720,128,0,2.33,Bristol,8,Summer
2023-08-16,S5,P692,Snacks,South,Sunny,Medium,78,5.64,0.1,626,76,0,3.0,London,8,Summer
2023-08-16,S5,P684,Produce,South,Cloudy,Low,70,7.05,0.22,231,73,0,3.51,London,8,Summer
2023-08-17,S1,P486,Beverages,North,Rainy,Low,164,7.64,0.04,673,165,0,5.4,Leeds,8,Summer
2023-08-17,S1,P454,Bakery,East,Rainy,Medium,106,3.37,0.22,343,101,1,4.83,Norwich,8,Summer
2023-08-17,S1,P216,Dairy,South,Cloudy,Medium,91,2.78,0.08,389,90,1,6.82,London,8,Summer
2023-08-17,S1,P823,Snacks,South,Stormy,Medium,100,1.45,0.05,964,90,0,4.83,London,8,Summer
2023-08-17,S1,P439,Produce,East,Sunny,Low,118,9.85,0.18,244,120,0,3.01,Norwich,8,Summer
2023-08-17,S2,P811,Beverages,West,Sunny,Medium,154,1.16,0.22,345,149,0,7.93,Bristol,8,Summer
2023-08-17,S2,P723,Bakery,West,Rainy,Medium,55,7.77,0.19,644,48,0,2.26,Bristol,8,Summer
2023-08-17,S2,P319,Dairy,South,Sunny,Low,130,1.66,0.0,885,135,0,2.73,London,8,Summer
2023-08-17,S2,P200,Snacks,West,Cloudy,Medium,112,6.65,0.15,453,113,0,5.51,Bristol,8,Summer
2023-08-17,S2,P818,Produce,South,Cloudy,Low,94,6.75,0.12,376,90,0,2.54,London,8,Summer
2023-08-17,S3,P274,Beverages,East,Sunny,Low,157,2.36,0.07,783,153,0,4.59,Norwich,8,Summer
2023-08-17,S3,P585,Bakery,North,Cloudy,Medium,113,6.79,0.03,185,120,0,8.79,Leeds,8,Summer
2023-08-17,S3,P713,Dairy,East,Sunny,Medium,102,2.91,0.16,402,100,0,5.99,Norwich,8,Summer
2023-08-17,S3,P611,Snacks,South,Rainy,Medium,99,3.87,0.09,211,99,0,6.89,London,8,Summer
2023-08-17,S3,P847,Produce,West,Cloudy,Low,103,4.42,0.02,750,111,0,5.23,Bristol,8,Summer
2023-08-17,S4,P600,Beverages,West,Sunny,High,154,6.85,0.13,266,162,0,7.48,Bristol,8,Summer
2023-08-17,S4,P812,Bakery,North,Sunny,Medium,134,2.25,0.04,746,135,0,2.6,Leeds,8,Summer
2023-08-17,S4,P553,Dairy,North,Sunny,Medium,80,6.25,0.29,474,71,0,7.24,Leeds,8,Summer
2023-08-17,S4,P770,Snacks,South,Sunny,High,97,6.36,0.26,943,103,0,9.7,London,8,Summer
2023-08-17,S4,P913,Produce,East,Cloudy,Low,82,3.77,0.22,638,88,0,8.58,Norwich,8,Summer
2023-08-17,S5,P825,Beverages,West,Cloudy,Medium,157,5.51,0.23,578,161,0,8.92,Bristol,8,Summer
2023-08-17,S5,P113,Bakery,South,Sunny,Low,104,2.43,0.04,623,110,0,1.37,London,8,Summer
2023-08-17,S5,P892,Dairy,West,Sunny,High,92,2.43,0.02,850,101,1,6.05,Manchester,8,Summer
2023-08-17,S5,P658,Snacks,South,Sunny,Medium,85,7.55,0.28,404,82,0,9.08,London,8,Summer
2023-08-17,S5,P850,Produce,East,Rainy,Low,142,2.17,0.08,451,144,0,7.13,Norwich,8,Summer
2023-08-18,S1,P181,Beverages,South,Sunny,Low,139,2.39,0.15,706,143,0,1.65,London,8,Summer
2023-08-18,S1,P103,Bakery,East,Stormy,Low,122,8.85,0.09,787,115,0,9.5,Norwich,8,Summer
2023-08-18,S1,P957,Dairy,East,Cloudy,Medium,110,3.99,0.18,693,118,0,1.43,Norwich,8,Summer
2023-08-18,S1,P765,Snacks,East,Rainy,Medium,87,7.82,0.15,450,88,1,5.38,Manchester,8,Summer
2023-08-18,S1,P733,Produce,West,Sunny,Low,119,6.67,0.22,254,116,0,9.83,Bristol,8,Summer
2023-08-18,S2,P144,Beverages,North,Rainy,High,115,7.1,0.14,431,115,0,5.58,Leeds,8,Summer
2023-08-18,S2,P477,Bakery,East,Rainy,Medium,106,4.91,0.19,535,109,0,3.27,Norwich,8,Summer
2023-08-18,S2,P874,Dairy,North,Cloudy,Medium,87,6.25,0.04,244,81,0,1.79,Leeds,8,Summer
2023-08-18,S2,P966,Snacks,North,Sunny,Low,129,3.43,0.2,654,134,1,6.89,Leeds,8,Summer
2023-08-18,S2,P371,Produce,North,Rainy,High,94,4.43,0.21,775,87,0,2.94,Leeds,8,Summer
2023-08-18,S3,P669,Beverages,West,Stormy,Medium,151,6.68,0.29,989,157,0,5.7,Bristol,8,Summer
2023-08-18,S3,P565,Bakery,South,Rainy,Medium,86,6.26,0.19,145,84,0,4.12,London,8,Summer
2023-08-18,S3,P601,Dairy,East,Cloudy,High,93,5.11,0.24,251,83,0,5.72,Norwich,8,Summer
2023-08-18,S3,P904,Snacks,West,Sunny,Low,94,3.98,0.27,278,101,0,5.1,Bristol,8,Summer
2023-08-18,S3,P840,Produce,West,Rainy,Medium,119,3.0,0.08,702,120,0,6.21,Bristol,8,Summer
2023-08-18,S4,P456,Beverages,North,Sunny,Low,137,9.11,0.1,912,133,0,8.75,Leeds,8,Summer
2023-08-18,S4,P837,Bakery,South,Stormy,High,117,3.05,0.05,835,118,0,5.39,London,8,Summer
2023-08-18,S4,P512,Dairy,North,Cloudy,Low,94,5.32,0.18,324,98,0,8.33,Leeds,8,Summer
2023-08-18,S4,P466,Snacks,South,Sunny,Medium,112,9.34,0.27,403,103,0,6.67,London,8,Summer
2023-08-18,S4,P156,Produce,North,Sunny,High,97,5.43,0.26,703,103,0,2.29,Leeds,8,Summer
2023-08-18,S5,P509,Beverages,North,Stormy,Low,175,3.73,0.25,277,173,0,3.96,Leeds,8,Summer
2023-08-18,S5,P496,Bakery,South,Cloudy,Low,57,1.36,0.25,651,58,0,2.75,London,8,Summer
2023-08-18,S5,P592,Dairy,East,Cloudy,Medium,115,4.57,0.05,315,120,0,7.66,Manchester,8,Summer
2023-08-18,S5,P924,Snacks,North,Sunny,High,70,3.18,0.07,931,61,0,6.49,Leeds,8,Summer
2023-08-18,S5,P847,Produce,East,Stormy,Low,90,7.47,0.24,991,89,0,3.32,Norwich,8,Summer
2023-08-19,S1,P184,Beverages,South,Sunny,Low,174,9.72,0.04,481,170,0,1.79,London,8,Summer
2023-08-19,S1,P685,Bakery,East,Stormy,Low,82,4.97,0.11,943,91,0,2.66,Norwich,8,Summer
2023-08-19,S1,P199,Dairy,West,Sunny,Low,137,6.06,0.22,396,134,1,7.03,Bristol,8,Summer
2023-08-19,S1,P604,Snacks,East,Cloudy,Medium,91,8.39,0.2,831,92,0,4.58,Manchester,8,Summer
2023-08-19,S1,P292,Produce,West,Cloudy,Medium,84,6.69,0.15,292,93,0,3.45,Bristol,8,Summer
2023-08-19,S2,P592,Beverages,East,Rainy,Low,134,7.93,0.11,259,126,0,8.69,Norwich,8,Summer
2023-08-19,S2,P180,Bakery,South,Stormy,Low,117,5.23,0.25,142,125,0,8.62,London,8,Summer
2023-08-19,S2,P994,Dairy,North,Cloudy,Low,100,6.1,0.05,959,109,0,2.36,Leeds,8,Summer
2023-08-19,S2,P383,Snacks,East,Stormy,Medium,73,6.18,0.01,554,73,1,7.31,Norwich,8,Summer
2023-08-19,S2,P768,Produce,West,Sunny,Medium,103,7.06,0.29,287,98,0,9.54,Manchester,8,Summer
2023-08-19,S3,P512,Beverages,South,Sunny,High,154,4.66,0.2,472,162,0,7.83,London,8,Summer
2023-08-19,S3,P762,Bakery,West,Cloudy,Low,99,4.74,0.25,835,101,0,2.37,Bristol,8,Summer
